"lesson_id","lesson_title","disciplina"
"1TToxeuoC33Z5oceTq22Or","Deslizamentos de terras","Geografia"
"6Q6O9W3SnGoIpYoZqMQo3D","Os biomas brasileiros","Geografia"
"5dxDAvPclUSf1Ga8WBFwMP","Present Perfect: How long/since/for (Presente Perfeito)","Inglês"
"7eLMm7FXo08sJOHPungrBJ","Arte moderna: Impressionismo","Arte"
"01d9jypMvBfbl8fIsqvBAu","Modal verbs: could","Inglês"
"ADaYtiIQoxgARX2W16tRx","Movimentos sociais","Enem"
"74Av3pBzEEPumGLCijtVPA","Os europeus eram donos dos saberes e técnicas?","História"
"3HYlwRTDK07DpYjpC2gVb2","Present Perfect: structure (Presente perfeito: estrutura)","Inglês"
"60gHcXspDWq2tLQMQXDH54","Simple Present ou Present Continuous?","Inglês"
"5tRIjgLlIlmFiPVC3c52xs","Vírus e viroses","Enem"
"5fWaOjXdJneAkY9zokXioE","Divisores e múltiplos de um número","Matemática"
"5LcQ2MkoY0l568Jj8T7ath","Adição e subtração de números inteiros representadas na reta numérica","Matemática"
"1P1j0CW8lyTecgoxr26Ptv","O Barroco","História"
"4jWKWX5Yxoo5N6XN936IpV","Problemas envolvendo equação do 2° grau","Matemática"
"7tpsFriBMPM2VJjh2qzTJO","Mosaico – Arte Bizantina","Arte"
"1PpqQsKELoR47SCsg9C32S","Divisibilidade de um número","Matemática"
"3YjCNkyud3A9tFaBE0mRyy","Números racionais na reta numérica","Matemática"
"4R5huef0CLZnFE0p20I71U","Variações linguísticas","Inglês"
"5cY00wvlt3f0t5BWZKcC6r","Poesia visual","Português"
"3VRxZbD0glpiHfXj8bgpn8","Modo subjuntivo","Português"
"4LHbgjUAxMVVgN8h9HKNc0","A Reforma Protestante","História"
"7KKeRk9veCAHzF8YWdZgEM","Desmatamento na Amazônia","Ciências"
"56zg1qWADpSM9gu5UC41Wo","As massas de ar e os rios voadores","Geografia"
"Pg2SRaPS7OGTb3hVwobje","Caatinga","Geografia"
"46JvXIzelNgBorFZ2LRqHa","Amazônia","Geografia"
"3SjeYNPIWTZBvaW7LQpSw4","Resolução de problemas envolvendo números inteiros","Matemática"
"5MXym3z8ASTdbfzJdjfT7b","Sujeito","Português"
"4cK3rfBTGBOMJdur1gMD4D","A arte renascentista: escultura","História"
"4N7IkP98olhWfBhU9T4TFP","Revolução Científica","História"
"5faHGVG8SDL5cZcC2eVAh6","In / On / At (preposições de tempo)","Inglês"
"3WoxbQIhjnjKLWVeqVXhxJ","Sistema reprodutor feminino","Ciências"
"1s9vtAseALvVIZ0w2JZRSe","Desenho de memória","Arte"
"1GoUO0gSavJhKpqFu4ShWw","Danças coletivas","Arte"
"1FcBXZEFHRiUzD046KZ4aP","Modo imperativo","Português"
"3XbtqRJMdwoXvGDIVKWoHd","Amazônia: desmatamento zero","Geografia"
"6IHkCkhfG9MHmFBSVFseae","Blog","Português"
"1CNqFoGjNXbQ6fWp3OeGES","Experimentando - construindo uma garrafa térmica","Ciências"
"LoD64t0TeRhBhh8jW96ka","Subject pronouns","Inglês"
"42Au9kwDj9petPBdEsrJxO","Pantanal","Geografia"
"6NtOVhShRZQzFaXb072C3t","Bioma Amazônia","Ciências"
"3r3r4DWKc0BjnhHDUkSKQs","Norma padrão e variante linguística","Português"
"dZqkt1rFJCDeEflU8lIJn","Phrasal verbs: explanation (Phrasal verbs: explicação)","Inglês"
"1B9B0gHyjKk21R78B1gynt","Resistência Negra","História"
"5BO9nqOx4F8JHjKXREFeA6","Medindo a temperatura","Ciências"
"1VMoK4mDldQxvnNxUkQDNt","Object pronouns","Inglês"
"7IUF0uco6s09nYTMZU2ywt","Expressões de tempo passado","Inglês"
"6wx4VuuMTcFzK94hArgXzo","Representação algébrica de sequências e padrões","Matemática"
"2RbzBRIOzaBFC6VSVFdJC0","10 most common Phrasal verbs (10 verbos frasais mais comuns)","Inglês"
"4LL4BhjmQQVb1JCMyXhrB6","Experimentando - construindo uma máquina térmica","Ciências"
"5wBpyYraNaeMlyjYotI4jf","Percussão com objetos","Arte"
"5LtqlN5vdTnaPhO3f1zwJ7","Bioma Caatinga","Ciências"
"kc4aIWLyIBkDLJFvTqBz8","Pampas ou Campos Sulinos","Geografia"
"6NwwuPF1Gpby1fphkSzvUe","Bioma Mata Atlântica","Ciências"
"64xS1VA62K98r9Zq9cLCX6","Bioma Pantanal","Ciências"
"4Gos6cwMf1uUYyqis6AZCa","Indeterminação do sujeito","Português"
"37VxC60iXv5S2Zjn89vWRk","O destino do negro no Brasil pós-abolição","História"
"3211CsJ63jpmNyDZwv0yG7","Os múltiplos sentidos textuais","Linguagens e suas Tecnologias"
"3Rc8DTQEROtr49GX203hUi","Verbos regulares no Passado simples","Inglês"
"4MWThinaIV1tECRTSrmuII","Publicidade: propaganda infantil","Português"
"3e9V6AGgeNuKvvNRcly6Td","William Turner - aquarelista","Arte"
"3YqhkYl1EXPa5Xd6ofyi9m","Rene Margritte","Arte"
"7ildXMGltbqKng5zbldLzG","Distribuição da população mundial","Geografia"
"3dpVA3a2mAhxirASvsHwQz","Pronúncia de verbos regulares no passado","Inglês"
"4nydM5koN7iAg7McD0X9ir","Curiosidades sobre o Cerrado","Ciências"
"2Fa6SCtaLlDgzNqz6lXeUb","Redução e ampliação de polígonos e figuras","Matemática"
"zmqiovtQp4MQS3KscZ3az","Movimentos da Terra","Ciências"
"3G5iGbbMkYIzM6ZsbOo2CW","Características dos pronomes relativos","Português"
"32TazKVakyhVgotPoRvwPL","Verbos irregulares no Passado simples - was / were","Inglês"
"6vQDWy7v9Dtn74m7CFfnc3","Relações de sequência","Inglês"
"3dalqfgMs5tdUY86SQ8BSl","Portugal em alto-mar","História"
"1vcnWvkzM0krCFetxtpFLj","Fatores que influenciam o clima","Ciências"
"4AQthHJ050V3P0aE5uJ0fZ","Semiótica","Arte"
"1q8olaEP5QmHcm1qNGfaBI","Civilização e aculturamento indígena no fim do Império","História"
"6vVhPl1y6bGtOFzipoZKCu","Expansão marítima portuguesa","História"
"3OEv47mQVedSv2vSlNUGT7","Curiosidades da Mata Atlântica","Ciências"
"3ih873nsPJKeuGHhk88yFy","Podcast científico","Português"
"2pMskKQD3Shqx0leA0fDOB","Termoquímica","Enem"
"5NzBGMmzq9uk96XL8yZbxm","Mata de Araucárias","Geografia"
"1gNd2xoTtwQnAxuU3W6YFY","Verbos irregulares no Passado simples","Inglês"
"2fGIjWdDzIHudBAOHbKUVO","A Ásia que era América","História"
"JPWeDtaasDKQulD5dsCSK","Quantifiers: Some, any, many, much","Inglês"
"2mHlRVkmhH6iJHZCjdRcMj","Formas Comparativas","Inglês"
"3ZKelvU9ESi5KWbiNYHl2D","Magnetismo","Enem"
"6nOEzqDL6Bmw7Fad1b8yBj","Construção de polígonos no plano cartesiano","Matemática"
"230Q3cLrBSQDIBfZwfiHX","Ciclo do Ouro","Geografia"
"6IdHZxNfwytXhX6j8u8bZR","Fabricando tintas naturais","Inglês"
"3FubhqEfPLZX9I5qVoheW9","Mudanças climáticas na Terra","Ciências"
"5CNL0ltkczCCsegHHxe5Yg","Taxa de fecundidade","Geografia"
"otda25cN5kmhSOh6qg10a","Qual é a melhor teoria?","Ciências da Natureza e suas Tecnologias"
"3bAi0fQmdxV76uBMlkmkOd","Os ciclos econômicos do Brasil","Geografia"
"5F79fc93dDHx7xdbH9TIi9","Carta aberta","Português"
"33DBmS1XqaCImYPSRh6Khf","O que é geopolítica?","Geografia"
"2WlCjuXNpqNm9hxDdnSWb","Pesquisas amostrais e pesquisas censitárias","Matemática"
"6p2afhD2ArTvqtPRkLoE08","Introdução ao plano cartesiano","Matemática"
"2wGZw8UryzTK6RrGPkdZZo","Incêndios no Pantanal","Ciências"
"4WJRnq73JUHi3NdXf3Iqr2","Condição de existência dos triângulos","Matemática"
"71Vo6vUJyMZzdX6r923wPM","O que é ser brasileiro: a criação da identidade nacional no século XIX","História"
"7p3lawkqrrquRfiJuEFH0Q","Nomeando as partes do corpo","Inglês"
"3aiaXmavmHolznw1oXJMLi","Cores, formas e linhas - Paul Klee","Arte"
"6bCd3P5BMHyeQrJ5BqCaGL","O que seu sobrenome representa para você?","Geografia"
"4MAFjNjdIejhFPEUIkHwhY","Movimentos separatistas","Geografia"
"7FHNkvPYw2IvfUpvDV3shM","Migrações internacionais","Geografia"
"1cBcdnb3fNz9lX0INgytvJ","Verbete de dicionário","Inglês"
"3L85MxGSfYOxqtxxjKfFus","Orações coordenadas sindéticas","Português"
"4qP0XhJV3tn2l8S2J7PELn","Área dos retângulos","Matemática"
"5g8hSpVkWwkdgabJ4U3MMg","Sufixos","Inglês"
"6usypbaRRUTs1HHedyfWw8","Estado mercantilista: monarquias da Idade Moderna","História"
"12fXetn5BqGLnf1aZys4nL","Trocas comerciais entre os impérios africanos e o Oriente","História"
"3bw30kr6GpKpIjhibr5RKR","Desmatamento e as pandemias","Ciências"
"6nrT65O6ohxSho2ugxPoIN","Gênero entrevista","Português"
"70BaYKKgH6FIQ3V6FYSafc","Papietagem – Papel machê","Arte"
"5INikr46wdwtt8x5olpFVI","Problemas envolvendo cálculos de porcentagem","Matemática"
"4Mj9SyM5yeNVsYMzoluX6B","Acidente nuclear de Chernobyl","Ciências"
"7zd3vnWnBEvStY4FilA32v","Divulgação científica","Português"
"3v9GG1nLS6saxfVZYEIXxi","Resolução de problemas envolvendo volume de blocos retangulares","Matemática"
"UXQUO5xwlNP34EJeZZKAZ","Prefixos","Inglês"
"4b0stzXX9WK3Y0rq2OnuN1","Sistema de equação do primeiro grau (método da adição)","Matemática"
"4KcFEE3jEcXfokMwJ5inG2","Ecossistema e desequilíbrio ecológico","Ciências"
"7A0xwP2E09IxLgGE0PEVge","A escravidão no período pré-colonial","História"
"3l9mncTYP3a6B7avtqId8y","Passado contínuo (forma negativa)","Inglês"
"3RG6MRvDCrbc0lka7Tc2rc","O Muro de Berlim","Geografia"
"1gUG4NRmEdLsplh8medZKR","Revolução Gloriosa: limites no poder real","História"
"76OS81hMhAaxH5HGt8IqsN","Rigidez geométrica dos triângulos","Matemática"
"4yVN3YUShRRapVYhgC2cvH","Ecossistemas aquáticos","Ciências"
"4vH9C45gjddbSaeXZfKJRC","Passado contínuo (forma interrogativa)","Inglês"
"7HNZIiytB4e7OG4vJIsb1g","Trabalho infantil na Revolução Industrial","História"
"3zTwxJzWcaVspYOSZjtXSG","Timeline (Linha do tempo)","Inglês"
"2We27wLQ8oNjoaRhk7J9dM","O Islamismo na África e as relações com outros povos","História"
"2QSY1H9rh6q7KrYioI9MTx","O tráfico de escravizados e suas relações culturais","História"
"1VmEygZAsstxuqzZ0Z2bKq","Fases do capitalismo: capitalismo informacional","Geografia"
"JFOYFSdZbL1E1SNqa5tnq","Como funciona uma usina hidrelétrica?","Ciências"
"4kX6wuDeSbwxlExRXRK0Iz","A luz no palco teatral","Arte"
"7hle6yiPS67ErA1rHi4nJZ","Sistema de equação do primeiro grau (método da substituição)","Matemática"
"2XWRraSO04iGiHAW5zAVdq","Volume de blocos retangulares","Matemática"
"6axr3JN5ehjX5XnpFBDPg","Impactos das mudanças climáticas nos oceanos","Ciências"
"2fP96RLHM7gv41U3Bf2KrH","Mundo Multipolar","Geografia"
"5Jh9vyLi1uCJlteL6f8XOK","Pop Art","Arte"
"2VNkbtbrDmI3FxAWy7FN6Z","Fases do capitalismo: capitalismo comercial","Geografia"
"2g3e93OfbZ3z9u0dvN2lgo","Passado contínuo (forma afirmativa)","Inglês"
"3mAsXEumClG7CEeK6HmCQR","Área dos quadrados","Matemática"
"2dOXF4IYqNupCrHEutLkih","História da Revolução Industrial por meio das máquinas","História"
"1hsvdvk3OSrllhx2a7ZSmA","Indução eletromagnética","Enem"
"1VpZ3MWO1aJKzwUS0Varwn","Concordância nominal","Português"
"Ev4hqjqnehbfhLzeISBNg","Grupos e artistas: samba e pagode","Arte"
"6xB7VnezGm91BPL9txbyZE","Meios de comunicação","Geografia"
"vlN30qPXNHarsAo2jn3uW","Complementos verbais","Português"
"1AN0ZNJFKjvbB7wFeaIK9N","Romance de aventura","Português"
"43c0qgvVWCmIJ3Kz2bfEaH","Fases do capitalismo: capitalismo financeiro","Geografia"
"3OZWga9ofdKavT20ZqGQYH","Passado Simples (forma afirmativa)","Inglês"
"8MiBVniY61uLTgOVVdCds","Passado Simples (forma interrogativa)","Inglês"
"2UZfO022lHNKyLAUB6ScxV","O que é polissemia","Inglês"
"5PasjrWHktTJ2nTAGveuXv","A Revolução Francesa","História"
"7EMnbJHMygGBvfMP6xnpid","A geopolítica norte-americana","Geografia"
"3MeoAVBKEPCGFd85S7dNSW","Termometria","Enem"
"C79mZOaXyv2Z3R4BLbSJf","Concordância verbal","Português"
"27y6Vms2O0tflNHPPTHvq9","Passado Simples (forma negativa)","Inglês"
"6PIYCIkxtVxGe2WSp5ppKR","Vacinas para adolescentes","Ciências"
"4g0hs1KMMYdqJDjtulWNfC","Teatro Elisabetano","Arte"
"mSGE2BMIrJLRqHwrLGVNa","Argumentação","Português"
"2y9TBukTBr1PybKFyWShQv","Fazendo um resumo visual","Inglês"
"1qgIYRRfQRvRrs9t6vFIE3","Os fluxos do tráfico de escravizados","História"
"3QPZD10LuGZGdnVOhifihc","Seminário","Português"
"0sGj33zfouebPV9na8we2","Profissão - Artista & Artesão","Arte"
"1bFDlTFh9FJ4gBlRvO9amY","O que são Blocos Econômicos?","Geografia"
"TPo5vRHH5aueEue4czCYZ","Cérebro dos adolescentes","Ciências"
"2qbhLdiogwicNFKWOifAub","Área dos losangos","Matemática"
"5CkikgEZlkp3DDxGATQoJN","Problemas com gráfico de setores (circular) - parte 2","Matemática"
"0TbfQCygczS8TLS1euZyK","Conto de suspense","Português"
"2lFT2fs0Nvl7BfvEhvAkwh","A propaganda política de Napoleão Bonaparte","História"
"5bjsmMuhCG4gH2O9qrD6DW","Patrimônio cultural: matrizes africanas","Arte"
"4nVJlwr7jb9U2OLJ4DRfh9","A história da internet no Brasil","Geografia"
"2sZJIKqc5vF2uz3ii6gOh6","Área de figuras compostas","Matemática"
"3doDePCNG26gHmPOlauEkI","Resistência e escravidão","História"
"3IJwdeThnzXqx49u3rfhY0","Internet: um mundo desigual","Geografia"
"6OpVgxvIbQKRdBEjhrSXCI","O tráfico e as etnias dos escravizados","História"
"7jF7xHMIl2Cu9CiNGDAlzL","Acróstico","Português"
"65WM3hc7b086VN0w86mZ4L","Interpretação de texto envolvendo problemas de fração","Matemática"
"1rj7nmHO8pJsEtmx6BGDRk","Mercosul","Geografia"
"52Hv31HnKbRT1FdFgbwokL","Booktube","Português"
"70SrPDsmuEwkLsGND50Hzx","Problemas com gráfico de setores (circular)","Matemática"
"58lQVOZEeA8qo3zI9WqES5","Fator do movimento na dança: peso","Arte"
"1lRqe4keeEffk1r7Yn8VK4","Interpretação de texto envolvendo equações polinomiais do 1º grau","Matemática"
"5m503Wz3B6DvG1nnuFBpnA","Gestação","Ciências"
"41gp4E9xHYtQ0vtiOLI2cI","Fecundação","Ciências"
"5Pjg4NHhMPfdhVxlTMK7Pr","Inversão térmica","Ciências"
"6AB8pk7Hevn66ahrGvmAz6","O navio negreiro","História"
"7G9vgdiNlyqP4IwXWOqoPM","Identificando cognatos","Inglês"
"2q8wRe6P1Cpw6K9gAGS9ic","História do Cinema","Arte"
"3HLJ0hnEZHpfwXIAqfmeF0","Slam","Português"
"7MKuxMatqlnUfwT0XqBGL5","Preservação da camada de ozônio","Ciências"
"6yaEd4ivUqkUV0Klfhd0No","Profissões do teatro: funções técnicas","Arte"
"2LjGzhrhzM4olIBsDSFZ6Z","Interpretação e texto envolvendo área de polígonos","Matemática"
"50MU8KQ5GRct05Av3TrN5E","Razões para a queda do Império brasileiro","História"
"WBjw7Cpw7jwujOXkwvpsx","Aumento artificial do efeito estufa","Ciências"
"5Oe8cQKQ5a8AswOVMTjgsy","Relacionando parágrafos","Inglês"
"2vQOZS4Ger1xDeg5HuHO3H","Formação dos Estados Nacionais","História"
"2jwdC7YQueBbzFL4fYH63M","Potenciação","Matemática"
"3Lt1KsRTP6TcU9cls8YI8j","Conhecendo a União Europeia","Geografia"
"rtVMdDx1ypKaYEL8Mkn7C","Mudanças climáticas","Ciências"
"5YgB6XX9EYc54NJwB8vIEh","O mercantilismo do século XVII ao XXI","História"
"24cRLrcvRrXhBpHv3e3eCh","Estado, Nação, Território, Governo e País","História"
"6fGY4YfTu2UQhIocJQWYA3","Radiciação","Matemática"
"2wyM3CP48sp1OLLFIG8HF3","Brexit","Geografia"
"1Ut0g0gxWJdQWLXHb8X6Gy","Fazendo inferências","Inglês"
"5x9btHlNenjusb5eBryZe2","Evolução dos transportes","Geografia"
"5cSSbEBE4TvDRId6GVwD0y","América Latina","Geografia"
"6BQaiiqfL9mJZWadjgfGvm","Movie Review (Resenha de filme)","Inglês"
"4VrASNJeUIVk44Rm2sno4W","A Conjuração Baiana e seus ideais","História"
"1ndMNKwxVVelGih4CuHzKD","A Cenografia no Teatro","Arte"
"16smjc1RI9tH6Hcw8MbxLK","Música para Dançar","Arte"
"3mNfwV2DN1m9sCfb19J58M","Lendas e mitos indígenas","Português"
"2Zc1s0JM58nIE2eNRR2qER","Tastes (Sabores)","Inglês"
"75fZOOvRN5nfn4CLOjU9Vq","Ética","Português"
"7cP54nDlk1cbDYgUJE3em7","Terremotos no Brasil","Ciências"
"66iEAo3oaKxEr7zKqhY6nq","América Latina: aspectos naturais","Geografia"
"4oFkNqxapowTXRdWNXBcNk","Independência na América espanhola","História"
"i1zsF1JcKvNcHqHG0Yyad","Fração geratriz para uma dízima periódica","Matemática"
"5a0MuyVylFOz40Rv9eVwk6","BRICS","Geografia"
"1Kd5fEVHcARhDqMG1TLtYx","Estatuto","Português"
"3ckEU2XJJ1aAPtKSi2frgw","Fatorial de um número","Matemática"
"11A1mhGxkkNp8lxHJN0tJs","Formação de palavras: composição","Português"
"11yplb4AomZCzVfxyzMUYR","Prefixes and Suffixes (Prefixos e Sufixos)","Inglês"
"2WxkNLLQ3t68p4ySyzvFmA","Formas – Joan Miró","Arte"
"5IvuGrOsa4aZQ4CYsJlYz","Hidrostática: introdução","Enem"
"5JcPr3cfCGZPnVTDcslNub","Origem do museu","Arte"
"2VpwiffmKDlqwzJzWu88Ab","Protagonismo negro no processo de independência do Haiti","História"
"KyDkp9MC1C5gKPw0AGKTI","América Latina e América Anglo-Saxônica","Geografia"
"6AotdiTwJakVjRqeFUhrB2","Documentary","Inglês"
"3DcqRQVhEJKqKu3wvdCAjR","Energia","Ciências"
"2Z27FlbJcqgwwra08J3euc","Resenha crítica","Português"
"3rGKTOoVraBxt41bJnyZwX","San Martín e a independência da América espanhola","História"
"DwbXt74XijMu0Sev2fbGd","Regência verbal","Português"
"1rzeDxXwCQYQIeMOlWGMiM","EUA x China: o que o Brasil ganha ou perde com essa guerra comercial?","Geografia"
"3eInCLVCUq3pL9PmtGEWPr","Locução adverbial","Português"
"2XYN9Ge2tA5cFtaf2dqxiU","Introdução: potenciação","Matemática"
"5JzJIjdgOvEyXzHH0ARJwp","Consumo de energia","Ciências"
"1hKxi9G4dqiJAxWM9C84CI","Gravura","Arte"
"6Mpi3ZJput83DdYtTqYnru","A riqueza da África","História"
"740vU3oRwxPRczNGRFyfNv","O que são organizações mundiais?","Geografia"
"6mNJHIVg7bzxw7iA9T7jmy","Circuitos elétricos","Ciências"
"6KKTuVbE1S3gvgD8Y9IQpM","Transformação de energia","Ciências"
"4ZAzOwLwPiN476iiVd7hyp","Álgebra","Matemática"
"5OpJ7R3UWuw2MCjCej5BpE","AIDS","Ciências"
"2hl2Tzb03QKEf3fyV5sXVl","Eurocentrismo e a ciência africana","História"
"69wKLTjowEVFj3mMZsJNsl","Sistema aquífero Amazonas","Geografia"
"4hA6Xyn9C6q6mjuO8gSoAw","Perspectiva","Arte"
"1rHAh5mjcH256lQELmmv5A","How to ask questions in English? (Como fazer perguntas em inglês)","Inglês"
"3xo7G83tLwGiPaFEj3pGh0","Princípio multiplicativo da contagem","Matemática"
"69UAdtmBT8ehztpxLqiodb","Progressão geométrica: termo geral e médio","Enem"
"680BeWYaaOiO88sPpfVADH","O que é regência nominal?","Português"
"6KARNDGoctsezJ6RNQ3eiP","Conjugation of Verbs: Simple Present (Conjugação de verbos: Presente Simples)","Inglês"
"49XJEySf7qaasCDPbWE3lm","Equação polinomial do 1º grau","Matemática"
"6PejNKRQ82BMETLypVQACS","Literatura de cordel","Português"
"6mTB0szKBLErvQKNmggHIg","Doutrina Monroe","História"
"44oR8tacPFspZIXuqegGCX","Princípio aditivo da contagem","Matemática"
"4owJwpkh41NFJAW7VBsxEf","Energia elétrica e sustentabilidade","Ciências"
"pg9Yd8HEyl0c4e2VkNQzP","Bacias hidrográficas","Geografia"
"6If1hJ9GEv3hpje8MLV15z","Intertextualidade e paráfrase","Português"
"jkWFOAukvbJ0g8K9yHfFL","HPV","Ciências"
"1sCNABJKe3uMspwz5PdEW8","Principais órgãos, agências e programas da ONU","Geografia"
"7r6Haiq4NZ9DFOkCZMnbhP","Xilogravura","Arte"
"4QfOLbR5zMutwgpucxPzYB","Gênero dramático","Português"
"6mOBmSbrLlpjGL9vvkDX2Z","Escultura","Arte"
"6Tw6K4ZB9E5Lt8elQ6E1lF","Sífilis","Ciências"
"1x89RCU0CKlaqXcgGalbcl","Função do tipo quadrática","Enem"
"BOOyFgMb28w5eoPJoMrm7","Falta de água no Brasil","Geografia"
"7G5MddDUMfxH8svNElUCHu","Identificando uma fake news","Português"
"41ptSGtgztTJBzW6JID6Z5","Problemas envolvendo função do primeiro grau","Matemática"
"4HS2xE3AeKbz5XxMvOnVMy","Grupos e Artistas: Sertanejo","Arte"
"2eQ2UEZtV7PAgf8fIP2rhH","Funções matemáticas","Enem"
"4i1y3bpYjCSqx43l7wciUk","A Revolução do Haiti e a Revolução Francesa","História"
"Sjiwnvg30ouYXriPlLtMG","A independência do Haiti e os reflexos no Brasil colonial","História"
"2W8xZ1VDCCj2YBojpOP47M","De onde você é? Onde você mora? (Usos de ""in"" e ""from"")","Inglês"
"6hs50Nxrb5BfRM8gf7BGVN","Futuro com Be Going to (Negativa)","Inglês"
"121aygkAPdk7F1Q9Vvt8L2","Improvisação em Dança","Arte"
"5fCOdLBTfvHt1FHRDacSfn","Entrevista","Português"
"3d1HSGRx6Njh2ZSIUaSBHO","How to answer questions in English? (Como responder perguntas em inglês?)","Inglês"
"7DnLmOnNdgOzkZNjqbwOBx","Bacia hidrográfica do rio Amazonas","Geografia"
"bEEmAMdbo9mAJAZIoAA9U","Vozes verbais","Português"
"52wLe1FDb79mbEBRHPuxOW","Fases da Lua","Ciências"
"5Yvo5iNp6GGyxAHdoDhTEp","Anagrama (permutação simples)","Matemática"
"1WQbVY87SBODnx8F9QP3k1","Gráfico de função do 1° grau","Matemática"
"6gxeA2c0alTQ1bh9RZI82M","O Cavaleiro Azul e a arte expressionista","Arte"
"1PI8cBrssEpYJAAUiUV372","A resistência dos povos africanos","História"
"6rJitvLZitXUKG5Rc71u0t","O que é função afim","Enem"
"2Nd14Igx3fF5jDqnV3hpf9","Puberdade","Ciências"
"4ubeNiOWNahPauxhdYPMm1","Equação polinomial 2° grau","Matemática"
"7lA9GchOeSLNYIyCVuyEEC","Fauvismo","Arte"
"2GjEkaN9q3oSZ3xTSgftBz","UNESCO e os patrimônios culturais da América Latina","Geografia"
"46kjp6ob6iU1fu5ioj95E5","Tempos verbais - Subjuntivo","Português"
"4esnulHKCBHTjjmEYppFAC","Porcentagem","Enem"
"68i80aD7XPGAaWl36kUmAW","Equação reduzida da circunferência","Enem"
"7fn9aHAS3FrMCmGj6zcSIZ","Arte Moderna","Arte"
"3Fmxt0VUTyf7wUv7WNHfb5","O que são memes?","Português"
"2Pa4Tx92ArQ8SC2r00gx63","PNUD e o IDH","Geografia"
"6fOgsEGf9SN7uUHnwrUFWp","Efeito de Maré","Ciências"
"1rJ7F6Hlm0CfxiBLV20jAS","Geometria plana","Enem"
"7ER9YXo0B37Pxquub0jwPA","Sistema reprodutor masculino","Ciências"
"7sOcajgwvcpGlWF9TKIUG3","O partidos políticos no Segundo Reinado","História"
"5pFqwg5ldILS7dD8u0qSXw","Pan-africanismo","História"
"24BWV9HocSm0yVv81vU8Hu","Geometria plana: conceito de semelhança","Enem"
"5mdZ7HjSGrixLbnFozA4Ew","Estilização: manifestação das relações intertextuais","Linguagens e suas Tecnologias"
"sd0L5Hyh0eQJIxtGrjeUp","Resolver cálculo de probabilidade","Matemática e suas Tecnologias"
"4uo4brGw04rH28lVyicQON","O que é energia?","Ciências da Natureza e suas Tecnologias"
"5pia6ZEr0a0S4rf62jSH4K","Estações do ano","Ciências"
"6rOJNrw0sAqgA3CKiiKevg","Poema haicai","Português"
"15I8fwmxoynNIBYEltXloZ","Movimento migratório: intolerância e preconceito","Ciências Humanas e Sociais Aplicadas"
"2NVnhoJfHb7WLumo27tQEx","Polígono convexo","Enem"
"3yEeOQWNByd8hp3SzNYNNy","Pensando como cientistas","Ciências da Natureza e suas Tecnologias"
"64EouDJ55elom9s7darSXz","Gestualidade na Ginástica Rítmica Desportiva","Arte"
"4ZUe8bhCDQwoRBVDMfeMbC","O gerador","Ciências da Natureza e suas Tecnologias"
"7cJfBxj8Itr14knhrKm98V","O papel dos organismos internacionais e os Direitos Humanos","Ciências Humanas e Sociais Aplicadas"
"6Li268saxGOpvuZJAuSaAH","Rios voadores da Amazônia","Geografia"
"5gVs8p50yO6sZsZL3Imvbo","Gênero Reportagem","Português"
"3wjhiKgvNUHeOyeMun9aIE","A Revolução Verde: origem e consequências","Ciências Humanas e Sociais Aplicadas"
"AMUWaVkQX64eLxX0DToAS","Funções exponenciais","Matemática e suas Tecnologias"
"5R7itXa6AIdQ8gXjopGCYS","Radiação: vilões ou mocinhos?","Ciências da Natureza e suas Tecnologias"
"15i0OXp868EP7uCjWby8V2","O trabalho ao longo das Revoluções Industriais","Geografia"
"1R8ZQVC4yyEpgyJR6mBrdQ","Democracia contemporânea e participação política","Ciências Humanas e Sociais Aplicadas"
"20CNm3ABwpUqZ64XGydmbw","A divisão social do trabalho","Ciências Humanas e Sociais Aplicadas"
"4LUqzItfqxtTFo9waf9H3D","Por dentro da pilha","Ciências da Natureza e suas Tecnologias"
"2e5yTFkX93y12sdTj7xcHj","Solstícios e equinócios","Ciências"
"4ADu1VDIUfVqestWMi2AtX","Gráficos de relações proporcionais","Matemática"
"2OT0Lg1tHSicXJ5ZTjIITM","Ciclo menstrual e fecundação","Ciências"
"4mLYPS8IR6vPy0V978eySQ","Emigrantes e Imigrantes","Geografia"
"QDeZjZTxazBVgMCbJZbuP","Revoltas Regenciais","História"
"2NweGrNt9ljknsxq2Dlwpt","As Paisagens de Claude Monet","Arte"
"1FJPFuYdywQd0i5Xauk3rq","Problemas envolvendo grandezas diretamente proporcionais","Matemática"
"TtMBuBVv4ynm2JC21tcxB","Métodos contraceptivos","Ciências"
"5RzyX6akvGeTXZ4KarcSmH","Expressionismo","Arte"
"7qisCpbwjBVSuAu9ZzbIFi","Mediatriz e bissetriz de figuras geométricas","Matemática"
"Pf4mUQiuDKK2X7OUNJcq2","Os reflexos da xenofobia","Geografia"
"3IavIxVZ6ods8gRMrWndSW","Reconhecendo Timbres","Arte"
"FHkATVKqSowZ4JB3ihqrh","Darwinismo social no Brasil","História"
"4HHuaEVtyt4xqm8LOhxgoR","Problemas urbanos","Geografia"
"3cASzPhxpL1TKNiMWmxQ0J","Quilombos no Brasil: resistências através do tempo","História"
"5y6e0o0EVziwkNaYPsLhDy","Surrealismo","Arte"
"4VrRH0Wvln2QXcpyHtnMDK","A Revolta da Vacina ","História"
"7LROohMPGsToH2nc8yY511","Flexão de gênero do substantivo","Português"
